id,dev_domain,gender,year_joined,hacktoberfest
11785,Web,F,2014,No
11786,IOS,Other,2015,No
11787,Windows,F,2010,Yes
11788,Windows,F,2018,No
11789,Android,M,2008,No
11790,Windows,Other,2017,No
11791,DevOps,M,2018,No
11792,Machine Learning,F,2021,Yes
11793,Android,M,2009,No
11794,Windows,M,2013,Yes
11795,Web,Other,2020,Yes
11796,Machine Learning,F,2010,No
11797,Windows,M,2017,Yes
11798,Cloud,F,2012,No
11799,Web,M,2013,Yes
11800,Android,M,2020,Yes
11801,DevOps,Other,2015,Yes
11802,Machine Learning,F,2021,Yes
11803,Windows,F,2023,Yes
11804,Windows,F,2020,Yes
11805,Machine Learning,F,2015,No
11806,Cybersecurity,M,2014,Yes
11807,DevOps,F,2012,Yes
11808,Web,F,2021,Yes
11809,Windows,F,2016,No
11810,Android,M,2011,Yes
11811,Machine Learning,F,2009,Yes
11812,IOS,M,2019,Yes
11813,DevOps,F,2017,Yes
11814,DevOps,M,2023,No
11815,Cybersecurity,M,2021,No
11816,Windows,M,2012,No
11817,Machine Learning,M,2020,Yes
11818,Cybersecurity,M,2011,Yes
11819,Machine Learning,Other,2008,Yes
11820,Machine Learning,F,2014,Yes
11821,Web,Other,2009,No
11822,Cloud,M,2017,No
11823,Windows,F,2022,No
11824,Web,F,2014,No
11825,Cloud,F,2018,No
11826,Web,Other,2010,No
11827,Web,F,2022,Yes
11828,Cloud,M,2021,Yes
11829,Web,F,2013,Yes
11830,DevOps,F,2021,Yes
11831,IOS,M,2018,Yes
11832,Web,F,2020,Yes
11833,Android,M,2018,Yes
11834,Windows,M,2019,No
11835,Android,F,2011,Yes
11836,Android,F,2017,Yes
11837,Android,Other,2018,Yes
11838,Machine Learning,M,2022,No
11839,Cloud,M,2008,Yes
11840,Machine Learning,Other,2010,No
11841,IOS,M,2011,Yes
11842,Machine Learning,F,2019,No
11843,Windows,M,2012,No
11844,Cybersecurity,M,2011,No
11845,Windows,M,2008,Yes
11846,Android,Other,2016,Yes
11847,Cybersecurity,M,2014,No
11848,Machine Learning,Other,2016,Yes
11849,Cybersecurity,M,2022,Yes
11850,Android,M,2023,No
11851,Cloud,M,2022,Yes
11852,Machine Learning,M,2008,No
11853,IOS,F,2018,No
11854,Cloud,F,2023,No
11855,IOS,Other,2020,Yes
11856,DevOps,M,2015,No
11857,Cybersecurity,M,2012,Yes
11858,DevOps,F,2009,No
11859,Web,M,2017,No
11860,Android,M,2023,Yes
11861,IOS,M,2019,No
11862,DevOps,Other,2023,No
11863,DevOps,F,2009,No
11864,Windows,M,2015,Yes
11865,Cloud,F,2011,Yes
11866,Android,F,2012,Yes
11867,Windows,F,2010,Yes
11868,IOS,M,2015,No
11869,DevOps,M,2012,No
11870,DevOps,F,2008,Yes
11871,Machine Learning,M,2015,Yes
11872,Android,M,2014,No
11873,Machine Learning,M,2022,Yes
11874,IOS,F,2008,Yes
11875,IOS,Other,2008,Yes
11876,Cybersecurity,F,2011,Yes
11877,Windows,F,2020,Yes
11878,Android,M,2018,No
11879,Windows,M,2013,No
11880,Windows,M,2013,No
11881,DevOps,M,2018,No
11882,IOS,M,2017,No
11883,Cybersecurity,F,2010,Yes
11884,Web,F,2013,Yes
11885,Web,M,2019,Yes
11886,DevOps,F,2023,No
11887,Cybersecurity,F,2022,No
11888,Android,F,2016,Yes
11889,Windows,Other,2017,Yes
11890,DevOps,Other,2011,Yes
11891,Android,M,2018,Yes
11892,DevOps,M,2008,No
11893,Android,Other,2015,Yes
11894,Cloud,F,2018,Yes
11895,Machine Learning,Other,2015,Yes
11896,Cybersecurity,Other,2015,No
11897,Web,M,2015,No
11898,Machine Learning,F,2010,No
11899,IOS,M,2016,Yes
11900,Cloud,M,2012,No
11901,Android,F,2013,Yes
11902,Windows,M,2013,Yes
11903,DevOps,F,2014,Yes
11904,Cloud,F,2012,No
11905,Machine Learning,F,2011,Yes
11906,Machine Learning,F,2008,Yes
11907,Web,Other,2011,Yes
11908,Android,F,2010,Yes
11909,Cybersecurity,F,2012,Yes
11910,Cybersecurity,M,2019,Yes
11911,Web,Other,2019,Yes
11912,Cybersecurity,F,2022,No
11913,DevOps,M,2011,Yes
11914,Android,F,2017,Yes
11915,Android,M,2010,No
11916,Cloud,F,2016,Yes
11917,Android,F,2014,No
11918,Cybersecurity,M,2014,No
11919,Cloud,F,2020,Yes
11920,Cloud,M,2013,No
11921,Android,F,2018,Yes
11922,Web,F,2009,Yes
11923,Cloud,F,2014,Yes
11924,Android,M,2014,No
11925,Android,Other,2016,No
11926,Windows,M,2020,Yes
11927,DevOps,M,2020,No
11928,Windows,M,2015,Yes
11929,Cybersecurity,M,2019,Yes
11930,Cybersecurity,M,2016,No
11931,Cloud,M,2014,Yes
11932,Windows,M,2010,Yes
11933,Cybersecurity,F,2023,Yes
11934,DevOps,M,2016,No
11935,Machine Learning,F,2012,Yes
11936,Windows,F,2009,Yes
11937,Windows,F,2009,Yes
11938,Cloud,F,2015,No
11939,Windows,F,2012,No
11940,Cybersecurity,F,2012,Yes
11941,IOS,F,2023,No
11942,Cloud,M,2015,No
11943,Cloud,F,2009,No
11944,Web,M,2009,Yes
11945,Android,F,2017,Yes
11946,Cybersecurity,Other,2016,No
11947,Cybersecurity,Other,2009,Yes
11948,IOS,M,2020,Yes
11949,Android,M,2008,No
11950,Android,M,2017,No
11951,Windows,M,2009,Yes
11952,DevOps,F,2009,Yes
11953,IOS,F,2011,Yes
11954,DevOps,F,2019,Yes
11955,Cloud,M,2013,Yes
11956,Windows,M,2014,No
11957,DevOps,M,2011,Yes
11958,Cloud,F,2018,Yes
11959,Windows,M,2015,Yes
11960,Cybersecurity,F,2009,No
11961,DevOps,Other,2014,Yes
11962,DevOps,F,2016,No
11963,Windows,M,2013,No
11964,Cloud,F,2009,No
11965,Machine Learning,F,2023,No
11966,Cybersecurity,F,2019,Yes
11967,Machine Learning,F,2013,No
11968,Cloud,F,2017,Yes
11969,Android,F,2014,Yes
11970,DevOps,F,2020,No
11971,DevOps,M,2010,No
11972,Android,M,2015,No
11973,Web,M,2008,Yes
11974,Android,M,2020,Yes
11975,Web,F,2014,No
11976,IOS,F,2008,No
11977,DevOps,F,2014,No
11978,Web,M,2008,No
11979,Android,M,2011,No
11980,IOS,M,2008,No
11981,Machine Learning,Other,2014,No
11982,Windows,M,2014,Yes
11983,Cybersecurity,M,2009,Yes
11984,Web,F,2012,Yes
11985,IOS,M,2009,No
11986,IOS,F,2017,Yes
11987,Machine Learning,M,2014,Yes
11988,Cybersecurity,M,2023,No
11989,Machine Learning,F,2020,Yes
11990,Machine Learning,M,2015,No
11991,Machine Learning,F,2022,No
11992,DevOps,Other,2023,Yes
11993,Windows,M,2017,Yes
11994,Cloud,Other,2011,Yes
11995,Web,F,2008,No
11996,Windows,Other,2021,Yes
11997,Windows,M,2021,No
11998,Cloud,M,2021,No
11999,Android,M,2023,No
12000,Cybersecurity,M,2008,Yes
12001,Web,F,2016,Yes
12002,Android,M,2008,Yes
12003,DevOps,Other,2009,Yes
12004,Windows,F,2010,No
12005,Cloud,M,2022,No
12006,Android,M,2021,No
12007,Android,M,2011,Yes
12008,IOS,F,2020,No
12009,Windows,M,2019,Yes
12010,Android,M,2022,No
12011,Windows,M,2016,No
12012,Cybersecurity,F,2008,No
12013,Web,F,2011,No
12014,DevOps,F,2023,Yes
12015,Cybersecurity,F,2013,Yes
12016,Cybersecurity,M,2017,Yes
12017,DevOps,F,2019,Yes
12018,DevOps,M,2014,No
12019,IOS,F,2012,No
12020,DevOps,F,2017,Yes
12021,Android,M,2015,Yes
12022,DevOps,M,2010,Yes
12023,Cloud,M,2021,Yes
12024,IOS,Other,2013,Yes
12025,Machine Learning,M,2017,Yes
12026,Windows,M,2012,No
12027,Cloud,Other,2013,No
12028,Cloud,Other,2012,Yes
12029,IOS,F,2013,No
12030,DevOps,M,2009,No
12031,Cloud,F,2012,Yes
12032,Cybersecurity,F,2019,No
12033,DevOps,F,2014,Yes
12034,Web,F,2010,No
12035,IOS,F,2021,No
12036,Web,M,2008,No
12037,DevOps,M,2016,Yes
12038,Windows,F,2013,Yes
12039,Cloud,F,2018,Yes
12040,Machine Learning,M,2018,Yes
12041,Android,M,2008,Yes
12042,Web,F,2012,No
12043,Web,F,2008,Yes
12044,Windows,M,2016,Yes
12045,Windows,F,2017,Yes
12046,Cloud,F,2012,No
12047,Android,M,2017,Yes
12048,Cybersecurity,F,2010,No
12049,DevOps,M,2012,Yes
12050,Android,F,2008,No
12051,Cloud,M,2018,No
12052,Web,M,2022,Yes
12053,Machine Learning,M,2021,No
12054,Machine Learning,F,2021,No
12055,Cybersecurity,M,2012,Yes
12056,Windows,F,2019,No
12057,Android,F,2020,No
12058,IOS,Other,2020,No
12059,DevOps,F,2021,No
12060,Cybersecurity,F,2019,No
12061,Web,M,2021,Yes
12062,Windows,F,2019,No
12063,IOS,F,2018,No
12064,Machine Learning,F,2019,No
12065,Cybersecurity,F,2009,No
12066,Windows,F,2016,Yes
12067,Cybersecurity,F,2008,No
12068,Cloud,Other,2018,No
12069,Cybersecurity,F,2022,Yes
12070,Web,F,2018,No
12071,Cybersecurity,M,2009,Yes
12072,Android,F,2020,Yes
12073,Web,F,2021,Yes
12074,Machine Learning,M,2021,Yes
12075,Web,F,2020,No
12076,Windows,M,2015,No
12077,IOS,Other,2019,Yes
12078,DevOps,F,2014,Yes
12079,DevOps,M,2023,No
12080,Cloud,M,2010,No
12081,DevOps,M,2021,No
12082,Windows,M,2014,No
12083,Web,M,2018,No
12084,Cybersecurity,Other,2015,No
12085,DevOps,F,2008,No
12086,Android,M,2018,Yes
12087,Cybersecurity,M,2010,Yes
12088,DevOps,M,2011,Yes
12089,Android,F,2013,No
12090,Cybersecurity,Other,2020,Yes
12091,Android,M,2018,Yes
12092,IOS,M,2018,Yes
12093,Windows,M,2021,No
12094,Web,F,2022,Yes
12095,Web,F,2010,No
12096,Cloud,M,2020,No
12097,DevOps,Other,2023,No
12098,Cloud,Other,2019,No
12099,DevOps,F,2010,No
12100,Web,Other,2021,No
12101,Machine Learning,M,2016,No
12102,Cloud,Other,2011,No
12103,Cloud,M,2016,Yes
12104,DevOps,M,2008,Yes
12105,IOS,M,2008,Yes
12106,Windows,F,2016,Yes
12107,DevOps,F,2016,No
12108,Web,F,2009,No
12109,Android,M,2022,No
12110,Machine Learning,M,2014,No
12111,Android,M,2020,No
12112,IOS,M,2016,No
12113,Cloud,Other,2010,Yes
12114,Web,F,2019,Yes
12115,DevOps,M,2008,Yes
12116,IOS,M,2011,Yes
12117,Machine Learning,M,2019,No
12118,IOS,M,2010,Yes
12119,DevOps,F,2022,No
12120,DevOps,F,2011,No
12121,Android,Other,2018,No
12122,DevOps,Other,2016,No
12123,Windows,F,2013,No
12124,DevOps,F,2017,No
12125,Web,F,2009,Yes
12126,Windows,F,2022,Yes
12127,Android,F,2021,Yes
12128,Web,F,2020,Yes
12129,Web,F,2018,No
12130,Cloud,F,2018,Yes
12131,Windows,M,2012,No
12132,Cybersecurity,F,2008,Yes
12133,Cybersecurity,M,2016,No
12134,DevOps,Other,2008,Yes
12135,Web,F,2016,No
12136,Web,Other,2013,Yes
12137,Windows,F,2022,No
12138,Cloud,F,2013,Yes
12139,Cybersecurity,M,2009,Yes
12140,Android,F,2010,No
12141,Web,Other,2021,No
12142,Android,M,2023,Yes
12143,Machine Learning,F,2011,No
12144,Machine Learning,F,2018,Yes
12145,Cloud,F,2023,No
12146,Web,Other,2019,Yes
12147,DevOps,M,2008,No
12148,DevOps,F,2020,Yes
12149,IOS,M,2008,No
12150,Cloud,F,2014,No
12151,Windows,M,2014,No
12152,IOS,F,2013,Yes
12153,IOS,F,2010,Yes
12154,Web,F,2009,Yes
12155,Cybersecurity,Other,2008,Yes
12156,Windows,M,2015,Yes
12157,Android,M,2014,No
12158,Cloud,M,2019,Yes
12159,Machine Learning,M,2023,Yes
12160,Cybersecurity,M,2020,No
12161,Web,M,2009,Yes
12162,Cloud,M,2009,No
12163,Cloud,F,2013,Yes
12164,IOS,F,2014,No
12165,IOS,F,2023,Yes
12166,Windows,F,2011,Yes
12167,Cybersecurity,F,2017,Yes
12168,IOS,F,2011,Yes
12169,Cybersecurity,M,2020,No
12170,Machine Learning,F,2014,No
12171,Android,F,2010,Yes
12172,DevOps,M,2015,Yes
12173,IOS,F,2013,No
12174,Web,F,2015,No
12175,Web,F,2011,No
12176,Machine Learning,Other,2016,No
12177,Machine Learning,M,2013,Yes
12178,DevOps,M,2016,No
12179,Windows,M,2017,Yes
12180,Android,M,2017,No
12181,Cybersecurity,F,2008,No
12182,DevOps,M,2021,Yes
12183,Web,M,2008,No
12184,Web,Other,2023,No
12185,Android,F,2023,No
12186,Android,M,2013,Yes
12187,Machine Learning,F,2022,No
12188,IOS,F,2016,Yes
12189,Cloud,F,2013,Yes
12190,Windows,F,2017,Yes
12191,Android,M,2019,No
12192,Machine Learning,F,2012,No
12193,Cloud,M,2018,No
12194,Machine Learning,F,2018,Yes
12195,DevOps,F,2017,Yes
12196,Windows,M,2020,Yes
12197,Cloud,M,2021,No
12198,Windows,M,2021,No
12199,Web,F,2018,Yes
12200,Cybersecurity,F,2013,No
12201,Machine Learning,M,2012,No
12202,Machine Learning,F,2010,No
12203,DevOps,F,2012,No
12204,IOS,F,2017,No
12205,Cloud,F,2023,Yes
12206,Windows,M,2016,Yes
12207,DevOps,F,2018,No
12208,Android,M,2017,No
12209,Android,Other,2018,Yes
12210,Web,Other,2017,No
12211,Windows,F,2020,No
12212,DevOps,M,2012,Yes
12213,DevOps,M,2015,No
12214,DevOps,M,2016,Yes
12215,Web,M,2023,No
12216,Machine Learning,M,2019,No
12217,DevOps,Other,2019,Yes
12218,DevOps,M,2012,Yes
12219,Windows,M,2017,No
12220,Cybersecurity,F,2020,No
12221,Web,Other,2022,No
12222,Web,M,2022,No
12223,IOS,Other,2011,Yes
12224,Web,F,2012,No
12225,Web,Other,2021,Yes
12226,Cloud,Other,2021,No
12227,Cloud,F,2018,No
12228,Cloud,F,2008,No
12229,Cloud,Other,2015,Yes
12230,Cybersecurity,M,2018,No
12231,Android,F,2019,No
12232,Android,F,2011,No
12233,Cybersecurity,M,2017,No
12234,IOS,F,2011,Yes
12235,Cybersecurity,M,2011,Yes
12236,Windows,F,2014,Yes
12237,Cloud,Other,2015,Yes
12238,DevOps,M,2017,No
12239,Machine Learning,F,2010,Yes
12240,Android,Other,2009,No
12241,IOS,F,2014,Yes
12242,Machine Learning,M,2020,No
12243,Android,F,2010,No
12244,IOS,F,2009,Yes
12245,Cloud,M,2012,Yes
12246,Web,F,2011,Yes
12247,Web,M,2016,No
12248,Android,F,2011,No
12249,IOS,M,2010,No
12250,Android,Other,2009,No
12251,Windows,M,2018,Yes
12252,Android,M,2015,Yes
12253,IOS,M,2010,Yes
12254,Machine Learning,Other,2012,Yes
12255,Android,F,2012,Yes
12256,DevOps,M,2020,Yes
12257,Web,F,2017,No
12258,Machine Learning,F,2022,Yes
12259,Cybersecurity,Other,2010,Yes
12260,IOS,Other,2023,Yes
12261,Android,M,2013,Yes
12262,DevOps,M,2010,No
12263,Android,M,2018,Yes
12264,Machine Learning,M,2014,Yes
12265,IOS,F,2019,Yes
12266,Windows,M,2012,No
12267,Android,M,2023,No
12268,DevOps,Other,2008,No
12269,Windows,F,2009,Yes
12270,Machine Learning,Other,2014,Yes
12271,Machine Learning,F,2022,No
12272,Cloud,M,2018,Yes
12273,DevOps,F,2016,No
12274,Machine Learning,F,2010,No
12275,Web,F,2009,No
12276,Android,Other,2013,No
12277,Web,M,2022,No
12278,DevOps,F,2014,Yes
12279,Machine Learning,M,2015,No
12280,Cloud,M,2014,Yes
12281,Android,F,2016,No
12282,IOS,F,2014,Yes
12283,Web,F,2012,No
12284,DevOps,Other,2008,No
12285,IOS,Other,2022,No
12286,Web,Other,2012,No
12287,Cybersecurity,M,2020,Yes
12288,Cloud,M,2022,No
12289,Android,M,2023,Yes
12290,Web,M,2017,No
12291,Web,M,2010,No
12292,Windows,F,2009,Yes
12293,DevOps,F,2023,Yes
12294,Cybersecurity,M,2017,No
12295,Machine Learning,F,2022,No
12296,IOS,F,2017,Yes
12297,Machine Learning,F,2017,No
12298,Cloud,M,2009,No
12299,Windows,M,2011,No
12300,DevOps,Other,2021,Yes
12301,IOS,F,2014,No
12302,DevOps,M,2021,No
12303,Cloud,F,2011,Yes
12304,Cybersecurity,Other,2012,No
12305,DevOps,M,2019,No
12306,IOS,F,2023,No
12307,IOS,F,2011,Yes
12308,Cybersecurity,M,2009,Yes
12309,Cloud,F,2012,Yes
12310,Web,Other,2013,Yes
12311,Windows,M,2020,Yes
12312,IOS,F,2017,Yes
12313,Android,M,2019,Yes
12314,Android,F,2018,No
12315,Machine Learning,M,2018,Yes
12316,Cloud,M,2015,No
12317,Cloud,F,2018,No
12318,Machine Learning,M,2021,Yes
12319,Cybersecurity,M,2022,No
12320,Windows,F,2009,Yes
12321,DevOps,F,2018,Yes
12322,Windows,F,2018,No
12323,Cybersecurity,M,2009,Yes
12324,Windows,F,2013,Yes
12325,Web,F,2012,No
12326,Web,Other,2017,Yes
12327,Cloud,M,2021,No
12328,Cybersecurity,M,2023,Yes
12329,IOS,F,2015,Yes
12330,Cloud,Other,2021,Yes
12331,Windows,F,2013,Yes
12332,Android,F,2008,No
12333,Cloud,M,2021,Yes
12334,DevOps,M,2008,No
12335,DevOps,Other,2022,Yes
12336,Android,Other,2016,Yes
12337,Machine Learning,Other,2019,Yes
12338,DevOps,F,2009,No
12339,Web,M,2016,Yes
12340,Machine Learning,F,2019,Yes
12341,Windows,M,2012,No
12342,Web,F,2017,Yes
12343,Cybersecurity,F,2009,No
12344,Web,M,2014,No
12345,DevOps,M,2017,No
12346,Web,F,2017,Yes
12347,Windows,M,2011,Yes
12348,Android,M,2022,No
12349,Android,M,2018,Yes
12350,IOS,M,2020,No
12351,Cybersecurity,F,2011,No
12352,DevOps,F,2009,No
12353,Cybersecurity,M,2008,No
12354,Cloud,F,2013,Yes
12355,Machine Learning,F,2011,No
12356,Android,M,2022,No
12357,Cloud,M,2020,Yes
12358,Web,Other,2021,No
12359,Windows,M,2015,No
12360,DevOps,F,2021,Yes
12361,Cybersecurity,M,2012,Yes
12362,IOS,F,2022,Yes
12363,Cloud,Other,2023,No
12364,Machine Learning,M,2013,Yes
12365,Web,F,2019,No
12366,IOS,F,2023,No
12367,Web,M,2023,No
12368,Machine Learning,F,2018,Yes
12369,Cloud,F,2018,No
12370,Windows,M,2008,Yes
12371,Android,F,2009,Yes
12372,Web,F,2022,Yes
12373,Cloud,F,2019,Yes
12374,IOS,F,2012,Yes
12375,Windows,Other,2022,No
12376,Cloud,M,2015,No
12377,Web,F,2022,Yes
12378,Machine Learning,F,2020,No
12379,Windows,M,2020,No
12380,Web,Other,2020,No
12381,Windows,Other,2010,Yes
12382,Machine Learning,F,2020,Yes
12383,Web,M,2023,Yes
12384,IOS,F,2012,Yes
12385,Cloud,M,2014,Yes
12386,Cloud,F,2021,Yes
12387,IOS,Other,2012,Yes
12388,Android,F,2021,No
12389,Android,F,2014,No
12390,Cloud,F,2014,Yes
12391,Windows,Other,2017,Yes
12392,IOS,F,2019,Yes
12393,Cloud,Other,2015,Yes
12394,IOS,F,2014,No
12395,IOS,Other,2008,No
12396,Cloud,Other,2016,Yes
12397,Cloud,Other,2009,Yes
12398,Windows,M,2008,No
12399,Web,M,2015,Yes
12400,IOS,M,2013,Yes
12401,Android,M,2012,Yes
12402,Machine Learning,F,2021,Yes
12403,DevOps,M,2023,Yes
12404,Windows,F,2012,Yes
12405,Cloud,F,2012,Yes
12406,IOS,Other,2019,Yes
12407,Android,M,2017,Yes
12408,Cloud,Other,2019,No
12409,Android,F,2008,No
12410,Web,F,2010,No
12411,IOS,F,2012,Yes
12412,IOS,Other,2015,No
12413,Cloud,F,2014,No
12414,Web,M,2014,No
12415,DevOps,M,2013,Yes
12416,Cybersecurity,M,2009,No
12417,Android,F,2016,No
12418,Cloud,Other,2015,No
12419,Cloud,Other,2023,Yes
12420,Machine Learning,M,2010,Yes
12421,Machine Learning,F,2012,Yes
12422,DevOps,F,2020,No
12423,DevOps,F,2023,No
12424,Cloud,F,2016,Yes
12425,Cloud,M,2010,Yes
12426,Cybersecurity,M,2020,No
12427,Cybersecurity,M,2009,Yes
12428,Machine Learning,Other,2014,Yes
12429,DevOps,Other,2023,No
12430,Web,F,2021,Yes
12431,Windows,M,2016,Yes
12432,IOS,F,2017,Yes
12433,Machine Learning,Other,2020,Yes
12434,Machine Learning,F,2019,No
12435,IOS,Other,2022,No
12436,Cybersecurity,M,2017,Yes
12437,IOS,M,2016,No
12438,Web,M,2013,Yes
12439,Machine Learning,F,2023,No
12440,Machine Learning,M,2008,No
12441,IOS,M,2023,No
12442,Windows,F,2012,Yes
12443,Web,F,2017,Yes
12444,DevOps,M,2013,Yes
12445,Cybersecurity,F,2018,No
12446,Web,Other,2019,No
12447,DevOps,F,2015,Yes
12448,Windows,F,2018,Yes
12449,IOS,F,2017,No
12450,Machine Learning,M,2022,No
12451,Web,F,2015,Yes
12452,IOS,F,2012,No
12453,Cloud,M,2016,Yes
12454,Cybersecurity,M,2011,No
12455,Windows,F,2017,Yes
12456,Cybersecurity,M,2019,Yes
12457,Cybersecurity,Other,2014,Yes
12458,Cybersecurity,M,2014,No
12459,DevOps,M,2021,No
12460,Cloud,M,2016,Yes
12461,Windows,F,2013,No
12462,Cloud,M,2017,Yes
12463,Web,F,2020,Yes
12464,Machine Learning,Other,2008,Yes
12465,IOS,Other,2011,No
12466,Cybersecurity,M,2017,No
12467,Web,Other,2010,No
12468,Windows,F,2013,No
12469,Windows,F,2017,No
12470,Machine Learning,F,2010,No
12471,Windows,M,2009,Yes
12472,DevOps,M,2015,Yes
12473,Cybersecurity,M,2011,Yes
12474,IOS,F,2008,Yes
12475,Cloud,F,2014,Yes
12476,IOS,F,2016,No
12477,Android,F,2015,Yes
12478,Machine Learning,M,2014,Yes
12479,Machine Learning,F,2015,Yes
12480,Machine Learning,F,2022,Yes
12481,DevOps,F,2020,Yes
12482,Cloud,M,2008,No
12483,Web,F,2023,Yes
12484,Android,F,2023,Yes
12485,Cybersecurity,F,2020,No
12486,Windows,M,2020,No
12487,Cybersecurity,M,2021,Yes
12488,Windows,Other,2015,No
12489,Machine Learning,F,2018,Yes
12490,Cybersecurity,F,2023,No
12491,DevOps,M,2020,No
12492,Cloud,F,2011,No
12493,Android,M,2016,No
12494,Web,F,2011,No
12495,Machine Learning,M,2021,No
12496,Web,M,2017,Yes
12497,DevOps,M,2019,Yes
12498,Cybersecurity,F,2022,Yes
12499,DevOps,M,2017,Yes
12500,Android,Other,2015,No
12501,Windows,M,2019,Yes
12502,IOS,M,2020,Yes
12503,Windows,M,2020,Yes
12504,Cloud,Other,2014,Yes
12505,Windows,M,2018,Yes
12506,IOS,Other,2010,No
12507,Android,F,2008,Yes
12508,Web,M,2018,Yes
12509,Cloud,Other,2019,Yes
12510,Windows,M,2015,No
12511,Windows,M,2022,No
12512,Android,F,2019,No
12513,Cloud,M,2023,No
12514,Windows,F,2010,No
12515,Cloud,M,2012,Yes
12516,Web,F,2013,No
12517,DevOps,M,2013,Yes
12518,Machine Learning,Other,2016,Yes
12519,Android,Other,2021,Yes
12520,Machine Learning,F,2008,Yes
12521,IOS,Other,2022,Yes
12522,Web,M,2008,No
12523,Android,Other,2009,Yes
12524,Web,M,2016,Yes
12525,DevOps,F,2021,No
12526,IOS,M,2010,Yes
12527,Web,M,2012,Yes
12528,Machine Learning,F,2008,Yes
12529,Android,F,2012,Yes
12530,Cloud,Other,2011,Yes
12531,Windows,F,2011,Yes
12532,Android,M,2015,No
12533,Cybersecurity,M,2016,No
12534,DevOps,F,2016,Yes
12535,DevOps,F,2017,Yes
12536,Web,F,2021,Yes
12537,Cybersecurity,Other,2013,Yes
12538,Windows,F,2023,No
12539,Android,F,2012,Yes
12540,Windows,F,2015,Yes
12541,Android,M,2017,Yes
12542,Machine Learning,M,2023,No
12543,DevOps,Other,2014,No
12544,DevOps,M,2022,Yes
12545,Cloud,F,2016,Yes
12546,Windows,Other,2017,No
12547,IOS,M,2014,Yes
12548,Web,F,2010,No
12549,Machine Learning,F,2020,Yes
12550,Machine Learning,M,2013,Yes
12551,Cybersecurity,M,2015,No
12552,Cybersecurity,Other,2013,No
12553,Web,M,2021,Yes
12554,Machine Learning,M,2013,No
12555,Cloud,Other,2010,Yes
12556,Cloud,M,2020,Yes
12557,IOS,F,2022,Yes
12558,Machine Learning,Other,2015,No
12559,DevOps,M,2015,Yes
12560,Windows,F,2023,No
12561,Windows,Other,2015,Yes
12562,Machine Learning,F,2012,Yes
12563,Windows,Other,2009,No
12564,Android,F,2022,Yes
12565,Android,M,2017,Yes
12566,Web,Other,2020,No
12567,Web,M,2018,Yes
12568,Cloud,F,2019,Yes
12569,IOS,M,2015,No
12570,Web,F,2009,Yes
12571,Machine Learning,M,2010,Yes
12572,IOS,M,2023,No
12573,Windows,F,2021,Yes
12574,Machine Learning,F,2012,Yes
12575,DevOps,F,2019,Yes
12576,Web,M,2023,Yes
12577,Machine Learning,Other,2022,Yes
12578,DevOps,F,2011,Yes
12579,Cybersecurity,F,2013,No
12580,Windows,Other,2010,No
12581,IOS,F,2015,No
12582,Cybersecurity,Other,2021,Yes
12583,Cloud,F,2008,Yes
12584,IOS,F,2013,Yes
12585,Android,M,2021,No
12586,Android,M,2018,No
12587,IOS,M,2019,Yes
12588,IOS,Other,2020,Yes
12589,Cloud,M,2013,Yes
12590,Web,M,2016,Yes
12591,Machine Learning,F,2016,Yes
12592,Machine Learning,M,2010,No
12593,IOS,F,2012,Yes
12594,Cybersecurity,M,2021,Yes
12595,Cloud,F,2020,No
12596,Web,Other,2018,No
12597,Windows,Other,2010,Yes
12598,IOS,M,2017,No
12599,Machine Learning,M,2016,No
12600,Cloud,M,2015,No
12601,Machine Learning,F,2018,No
12602,Cloud,M,2015,Yes
12603,Web,F,2019,Yes
12604,Web,Other,2014,No
12605,Cybersecurity,Other,2017,No
12606,IOS,F,2014,Yes
12607,DevOps,F,2011,Yes
12608,Cloud,F,2008,Yes
12609,Android,F,2008,No
12610,Machine Learning,F,2008,Yes
12611,Web,F,2021,No
12612,DevOps,F,2015,Yes
12613,Web,Other,2019,Yes
12614,Android,M,2011,Yes
12615,Cybersecurity,F,2023,Yes
12616,IOS,M,2014,Yes
12617,Windows,F,2011,No
12618,Web,M,2013,No
12619,Machine Learning,F,2018,No
12620,Windows,M,2010,Yes
12621,Android,F,2009,No
12622,Machine Learning,M,2009,No
12623,DevOps,F,2017,Yes
12624,Cybersecurity,Other,2019,No
12625,Cybersecurity,M,2020,Yes
12626,IOS,Other,2009,No
12627,Android,M,2014,Yes
12628,Cloud,F,2018,No
12629,IOS,M,2010,Yes
12630,IOS,M,2014,Yes
12631,DevOps,F,2023,No
12632,Android,Other,2014,No
12633,Web,Other,2018,Yes
12634,Windows,Other,2020,Yes
12635,Cybersecurity,M,2015,No
12636,Web,F,2015,No
12637,Machine Learning,F,2022,No
12638,IOS,M,2017,No
12639,IOS,F,2021,No
12640,Android,M,2015,No
12641,Web,M,2013,Yes
12642,IOS,M,2015,Yes
12643,Machine Learning,F,2016,No
12644,Machine Learning,F,2008,Yes
12645,Machine Learning,Other,2017,No
12646,Machine Learning,F,2012,Yes
12647,Cloud,Other,2017,No
12648,DevOps,M,2022,Yes
12649,Android,M,2011,No
12650,IOS,Other,2009,Yes
12651,Web,F,2008,No
12652,Android,M,2010,No
12653,Machine Learning,F,2011,Yes
12654,Windows,F,2009,Yes
12655,Web,M,2020,Yes
12656,Web,M,2012,No
