id,page_type,year_established,country
7275,company,2007,Cuba
7276,tvshow,2015,Afghanistan
7277,government,2010,United States
7278,company,2003,Australia
7279,company,2012,Switzerland
7280,politician,2006,Macedonia
7281,tvshow,2023,Dominican Republic
7282,government,2003,Zambia
7283,politician,2021,Malaysia
7284,politician,2018,United States
7285,tvshow,2008,Russian Federation
7286,company,2022,Qatar
7287,government,2015,Peru
7288,tvshow,2008,Korea South
7289,government,2015,Angola
7290,politician,2013,Congo 
7291,company,2013,Kiribati
7292,government,2007,Ivory Coast
7293,government,2007,Guinea
7294,company,2010,Kuwait
7295,government,2009,Mongolia
7296,company,2003,Belgium
7297,company,2018,Madagascar
7298,government,2018,Central African Rep
7299,government,2013,Nigeria
7300,tvshow,2002,Nigeria
7301,government,2015,Dominica
7302,government,2005,Paraguay
7303,government,2008,Oman
7304,government,2015,Guinea
7305,politician,2023,China
7306,tvshow,2013,Eritrea
7307,company,2008,Mexico
7308,politician,2018,Czech Republic
7309,tvshow,2023,Yemen
7310,government,2005,Seychelles
7311,politician,2012,Bangladesh
7312,tvshow,2020,Malta
7313,politician,2023,Micronesia
7314,company,2022,Romania
7315,government,2021,Ecuador
7316,company,2002,Australia
7317,company,2003,France
7318,company,2021,Venezuela
7319,government,2011,Monaco
7320,government,2015,Turkmenistan
7321,politician,2007,Laos
7322,government,2022,Senegal
7323,company,2002,Nicaragua
7324,company,2018,Macedonia
7325,government,2003,Australia
7326,politician,2007,China
7327,government,2015,Norway
7328,government,2015,Uganda
7329,politician,2002,Guinea-Bissau
7330,politician,2010,Serbia
7331,government,2008,Indonesia
7332,politician,2018,Liberia
7333,company,2022,Panama
7334,tvshow,2006,Spain
7335,company,2002,Nigeria
7336,company,2018,Chad
7337,government,2005,Bangladesh
7338,company,2019,Nicaragua
7339,company,2002,Georgia
7340,company,2013,Bolivia
7341,tvshow,2010,Mozambique
7342,company,2023,Luxembourg
7343,politician,2021,Iceland
7344,company,2005,Bahrain
7345,politician,2011,Djibouti
7346,politician,2023,Ecuador
7347,government,2014,Kosovo
7348,tvshow,2012,Papua New Guinea
7349,government,2020,Singapore
7350,tvshow,2009,China
7351,government,2008,Sierra Leone
7352,company,2016,Vatican City
7353,politician,2021,Djibouti
7354,company,2014,Tonga
7355,tvshow,2022,Bahamas
7356,politician,2023,Israel
7357,politician,2016,Uruguay
7358,politician,2012,Zambia
7359,politician,2012,Australia
7360,company,2006,Tuvalu
7361,government,2005,Malta
7362,government,2014,Serbia
7363,company,2005,Malta
7364,government,2021,Egypt
7365,tvshow,2008,Marshall Islands
7366,politician,2021,Tunisia
7367,company,2011,Nigeria
7368,government,2014,Kazakhstan
7369,politician,2015,Samoa
7370,tvshow,2007,St Kitts & Nevis
7371,government,2006,Nauru
7372,company,2011,Samoa
7373,company,2014,Micronesia
7374,politician,2009,Bolivia
7375,politician,2015,Macedonia
7376,company,2002,Bhutan
7377,tvshow,2005,Gabon
7378,tvshow,2018,Bosnia Herzegovina
7379,government,2017,Guatemala
7380,government,2009,Lesotho
7381,government,2020,Barbados
7382,politician,2012,Estonia
7383,government,2010,Comoros
7384,tvshow,2006,Benin
7385,tvshow,2019,Ecuador
7386,company,2004,Iceland
7387,company,2017,Saint Vincent & the Grenadines
7388,company,2004,South Sudan
7389,politician,2018,Czech Republic
7390,government,2018,Zimbabwe
7391,company,2016,Iran
7392,company,2010,Poland
7393,politician,2014,Spain
7394,government,2004,Fiji
7395,tvshow,2013,Papua New Guinea
7396,government,2005,Gabon
7397,politician,2004,Albania
7398,government,2019,Cameroon
7399,tvshow,2006,Suriname
7400,politician,2007,Cuba
7401,politician,2016,Egypt
7402,company,2018,Singapore
7403,tvshow,2012,Tunisia
7404,company,2008,Antigua & Deps
7405,company,2021,Russian Federation
7406,company,2018,Sri Lanka
7407,tvshow,2016,Afghanistan
7408,government,2023,Luxembourg
7409,politician,2009,Macedonia
7410,company,2010,Argentina
7411,government,2013,Gabon
7412,government,2007,Equatorial Guinea
7413,government,2015,Morocco
7414,company,2007,Mongolia
7415,politician,2008,Malaysia
7416,government,2011,Syria
7417,politician,2006,Mauritania
7418,politician,2003,Venezuela
7419,company,2011,Cambodia
7420,politician,2002,Samoa
7421,government,2007,Hungary
7422,politician,2013,Argentina
7423,company,2003,Philippines
7424,company,2005,Trinidad & Tobago
7425,government,2014,Brunei
7426,government,2013,Sri Lanka
7427,government,2004,Kyrgyzstan
7428,company,2015,Bahamas
7429,politician,2015,Macedonia
7430,politician,2023,Qatar
7431,government,2012,Jordan
7432,company,2005,Angola
7433,government,2016,Romania
7434,government,2012,Suriname
7435,company,2011,Poland
7436,government,2010,Cambodia
7437,government,2013,Seychelles
7438,tvshow,2013,Central African Rep
7439,politician,2005,Chad
7440,government,2021,Afghanistan
7441,tvshow,2003,Niger
7442,government,2008,Samoa
7443,politician,2012,United Kingdom
7444,politician,2007,Congo
7445,politician,2013,Azerbaijan
7446,government,2003,Slovakia
7447,tvshow,2008,Australia
7448,politician,2023,Nigeria
7449,tvshow,2007,United States
7450,company,2020,Ivory Coast
7451,tvshow,2008,Armenia
7452,company,2008,Grenada
7453,government,2017,Malta
7454,politician,2017,Dominica
7455,company,2007,Denmark
7456,government,2003,Dominica
7457,company,2008,Mauritius
7458,politician,2020,Tanzania
7459,politician,2020,India
7460,government,2005,Kyrgyzstan
7461,politician,2011,Sweden
7462,tvshow,2011,Vanuatu
7463,government,2007,Seychelles
7464,government,2002,Pakistan
7465,government,2002,Poland
7466,tvshow,2002,Morocco
7467,government,2010,United Arab Emirates
7468,company,2015,Kosovo
7469,tvshow,2011,Brunei
7470,government,2020,Chile
7471,government,2021,Turkmenistan
7472,tvshow,2006,Iceland
7473,politician,2018,South Africa
7474,company,2023,Mali
7475,government,2002,Afghanistan
7476,company,2014,Nepal
7477,politician,2011,Sierra Leone
7478,government,2023,Niger
7479,government,2012,Fiji
7480,government,2003,Swaziland
7481,politician,2023,Cameroon
7482,company,2009,Mauritius
7483,tvshow,2018,Jordan
7484,company,2009,Uruguay
7485,politician,2010,St Kitts & Nevis
7486,company,2022,East Timor
7487,company,2013,Netherlands
7488,politician,2022,Libya
7489,company,2012,Zambia
7490,government,2008,Netherlands
7491,company,2012,Belgium
7492,tvshow,2012,Libya
7493,politician,2009,East Timor
7494,politician,2002,Thailand
7495,tvshow,2011,Tunisia
7496,company,2012,Romania
7497,politician,2018,Bahamas
7498,government,2016,Sao Tome & Principe
7499,government,2006,Liechtenstein
7500,company,2020,Turkey
7501,company,2002,Ireland
7502,government,2006,Ethiopia
7503,politician,2019,Slovakia
7504,company,2020,South Africa
7505,company,2003,Marshall Islands
7506,government,2023,Montenegro
7507,government,2007,Albania
7508,government,2017,Colombia
7509,government,2005,Egypt
7510,company,2005,Taiwan
7511,politician,2012,Denmark
7512,company,2009,Bulgaria
7513,government,2010,Madagascar
7514,company,2006,Cameroon
7515,tvshow,2009,Bahamas
7516,tvshow,2009,Algeria
7517,company,2020,Iraq
7518,company,2004,Sao Tome & Principe
7519,company,2016,Chile
7520,company,2014,Cuba
7521,government,2008,Philippines
7522,politician,2019,Brazil
7523,government,2006,Norway
7524,tvshow,2007,Armenia
7525,government,2010,Brunei
7526,tvshow,2023,Nepal
7527,tvshow,2011,Iceland
7528,tvshow,2016,Comoros
7529,politician,2019,Vatican City
7530,government,2012,United Kingdom
7531,tvshow,2019,Djibouti
7532,tvshow,2021,Belarus
7533,company,2016,South Africa
7534,company,2022,Zimbabwe
7535,government,2003,Lebanon
7536,tvshow,2019,Cambodia
7537,tvshow,2003,Bulgaria
7538,politician,2019,Italy
7539,politician,2003,Brazil
7540,company,2018,Malawi
7541,politician,2019,Libya
7542,politician,2015,Romania
7543,company,2015,Croatia
7544,government,2022,Denmark
7545,company,2010,Bhutan
7546,company,2011,Mexico
7547,tvshow,2003,Bolivia
7548,government,2018,Somalia
7549,politician,2022,Swaziland
7550,government,2020,New Zealand
7551,company,2019,Dominican Republic
7552,tvshow,2009,Iran
7553,company,2004,Liberia
7554,tvshow,2005,Madagascar
7555,company,2007,St Lucia
7556,government,2009,Myanmar
7557,tvshow,2021,Lesotho
7558,government,2019,Tunisia
7559,company,2015,San Marino
7560,tvshow,2012,Malaysia
7561,company,2021,Liberia
7562,government,2016,Slovenia
7563,company,2011,South Africa
7564,politician,2004,Armenia
7565,government,2019,Venezuela
7566,politician,2020,Malaysia
7567,government,2012,Sri Lanka
7568,government,2012,Greece
7569,government,2008,Guinea-Bissau
7570,politician,2022,Albania
7571,tvshow,2002,Gabon
7572,politician,2009,Solomon Islands
7573,government,2008,Samoa
7574,company,2020,Ghana
7575,company,2003,Afghanistan
7576,company,2019,Korea North
7577,company,2005,Sweden
7578,politician,2011,Belgium
7579,company,2020,Brunei
7580,government,2022,Oman
7581,politician,2007,Switzerland
7582,politician,2019,Latvia
7583,company,2020,Jamaica
7584,government,2008,Canada
7585,politician,2009,Tanzania
7586,company,2015,Oman
7587,company,2018,Nepal
7588,company,2014,Burundi
7589,tvshow,2021,Vietnam
7590,government,2004,Egypt
7591,company,2017,Denmark
7592,tvshow,2008,Turkmenistan
7593,company,2020,Netherlands
7594,company,2018,China
7595,tvshow,2012,Morocco
7596,politician,2012,Iran
7597,tvshow,2008,Kazakhstan
7598,politician,2012,Kenya
7599,company,2015,Kiribati
7600,government,2006,Philippines
7601,tvshow,2011,Moldova
7602,politician,2004,Kosovo
7603,politician,2007,Chile
7604,politician,2004,Trinidad & Tobago
7605,tvshow,2011,Jamaica
7606,tvshow,2005,Georgia
7607,government,2020,Luxembourg
7608,tvshow,2011,Iran
7609,tvshow,2013,Kuwait
7610,company,2019,Somalia
7611,politician,2009,Egypt
7612,government,2022,Cape Verde
7613,company,2010,Croatia
7614,politician,2004,Lithuania
7615,politician,2020,Mozambique
7616,government,2018,Sweden
7617,tvshow,2009,Canada
7618,politician,2016,Jordan
7619,company,2009,Thailand
7620,company,2006,San Marino
7621,politician,2013,Namibia
7622,government,2010,Tajikistan
7623,company,2011,St Kitts & Nevis
7624,company,2014,Pakistan
7625,company,2019,Albania
7626,company,2003,Tunisia
7627,tvshow,2023,Afghanistan
7628,government,2006,Panama
7629,company,2023,Uruguay
7630,politician,2008,Turkey
7631,company,2019,Qatar
7632,company,2020,Belgium
7633,tvshow,2005,Saudi Arabia
7634,government,2014,Morocco
7635,tvshow,2015,Greece
7636,company,2007,Burundi
7637,company,2012,Belize
7638,government,2011,Chile
7639,company,2019,Maldives
7640,government,2023,Canada
7641,government,2004,Lithuania
7642,politician,2010,Philippines
7643,company,2011,Luxembourg
7644,government,2017,Namibia
7645,politician,2023,Belgium
7646,politician,2009,East Timor
7647,company,2022,Vanuatu
7648,government,2010,Croatia
7649,government,2023,Nauru
7650,company,2023,Latvia
7651,politician,2021,Japan
7652,company,2019,San Marino
7653,government,2004,Bosnia Herzegovina
7654,government,2011,Tonga
7655,politician,2018,Seychelles
7656,government,2017,Saint Vincent & the Grenadines
7657,company,2006,Uzbekistan
7658,politician,2009,Macedonia
7659,government,2019,Tonga
7660,company,2012,Grenada
7661,company,2011,Algeria
7662,politician,2015,Lesotho
7663,government,2010,Armenia
7664,government,2005,Syria
7665,government,2002,Maldives
7666,politician,2019,Micronesia
7667,company,2006,Dominica
7668,government,2007,Tonga
7669,government,2006,Togo
7670,politician,2021,Congo
7671,company,2008,Russian Federation
7672,company,2015,Cameroon
7673,politician,2021,Uruguay
7674,politician,2018,Japan
7675,politician,2004,Slovenia
7676,tvshow,2022,Guatemala
7677,government,2022,Afghanistan
7678,company,2003,Antigua & Deps
7679,company,2014,Suriname
7680,government,2005,Honduras
7681,company,2007,Liechtenstein
7682,government,2020,Tajikistan
7683,tvshow,2008,Bhutan
7684,politician,2006,Macedonia
7685,government,2006,Argentina
7686,company,2006,Romania
7687,government,2016,Panama
7688,company,2005,Seychelles
7689,tvshow,2005,Nepal
7690,politician,2006,Denmark
7691,company,2004,Ukraine
7692,company,2015,Brazil
7693,government,2020,Australia
7694,government,2013,United States
7695,company,2002,Montenegro
7696,company,2010,Taiwan
7697,government,2011,Kuwait
7698,politician,2013,Denmark
7699,tvshow,2018,Nicaragua
7700,government,2017,Mongolia
7701,company,2016,Paraguay
7702,company,2008,Nicaragua
7703,politician,2003,Haiti
7704,government,2010,Romania
7705,company,2021,Palau
7706,politician,2006,New Zealand
7707,tvshow,2002,Syria
7708,government,2021,Ireland
7709,politician,2012,South Sudan
7710,government,2006,Romania
7711,company,2009,Dominican Republic
7712,government,2017,India
7713,politician,2016,Switzerland
7714,company,2017,France
7715,tvshow,2023,Barbados
7716,government,2008,Azerbaijan
7717,tvshow,2009,Andorra
7718,politician,2002,Malaysia
7719,politician,2015,Bolivia
7720,company,2004,Nepal
7721,government,2012,Trinidad & Tobago
7722,government,2006,Congo 
7723,company,2020,Honduras
7724,government,2003,Ecuador
7725,company,2016,Costa Rica
7726,politician,2006,Djibouti
7727,tvshow,2022,Trinidad & Tobago
7728,tvshow,2005,Japan
7729,company,2006,Vietnam
7730,company,2009,Qatar
7731,government,2021,Kuwait
7732,politician,2022,Bahamas
7733,company,2012,Czech Republic
7734,company,2004,Micronesia
7735,government,2013,Spain
7736,politician,2019,Bahamas
7737,politician,2021,Namibia
7738,company,2018,San Marino
7739,company,2005,Somalia
7740,tvshow,2008,Benin
7741,government,2011,Serbia
7742,government,2009,Kazakhstan
7743,tvshow,2013,Congo
7744,tvshow,2019,Laos
7745,government,2006,Trinidad & Tobago
7746,company,2002,Guatemala
7747,government,2017,Somalia
7748,company,2004,Pakistan
7749,government,2016,Ireland
7750,government,2007,Maldives
7751,politician,2008,Hungary
7752,company,2007,New Zealand
7753,politician,2003,Angola
7754,politician,2021,Cuba
7755,government,2012,Eritrea
7756,government,2006,Costa Rica
7757,government,2020,Switzerland
7758,tvshow,2006,Pakistan
7759,government,2010,Vanuatu
7760,politician,2013,Ireland
7761,tvshow,2008,Sweden
7762,government,2004,Senegal
7763,politician,2003,St Kitts & Nevis
7764,company,2017,Belarus
7765,government,2002,Iran
7766,company,2006,Qatar
7767,politician,2007,Korea North
7768,politician,2015,Ivory Coast
7769,government,2013,Swaziland
7770,politician,2019,Nicaragua
7771,tvshow,2011,Congo
7772,company,2009,Benin
7773,company,2005,Gabon
7774,government,2015,Papua New Guinea
7775,company,2018,Palau
7776,politician,2005,Montenegro
7777,government,2008,Kenya
7778,politician,2023,Namibia
7779,government,2008,Romania
7780,company,2004,Slovakia
7781,government,2007,Cambodia
7782,company,2016,Thailand
7783,company,2005,Trinidad & Tobago
7784,government,2010,Papua New Guinea
7785,government,2012,Qatar
7786,company,2019,San Marino
7787,politician,2013,Ethiopia
7788,politician,2015,Cyprus
7789,government,2004,Andorra
7790,politician,2008,Swaziland
7791,government,2004,Maldives
7792,government,2016,Ireland
7793,government,2010,Eritrea
7794,government,2014,Lesotho
7795,company,2022,Azerbaijan
7796,government,2011,Congo
7797,company,2022,Montenegro
7798,tvshow,2022,Monaco
7799,company,2013,Nauru
7800,tvshow,2012,Nicaragua
7801,government,2023,New Zealand
7802,politician,2017,Guinea-Bissau
7803,government,2023,France
7804,tvshow,2003,Sri Lanka
7805,company,2004,Qatar
7806,politician,2016,Moldova
7807,government,2005,Djibouti
7808,company,2020,Andorra
7809,tvshow,2022,Turkey
7810,tvshow,2022,Mauritania
7811,company,2012,Sweden
7812,politician,2004,Argentina
7813,politician,2023,China
7814,company,2005,India
7815,government,2017,Switzerland
7816,politician,2005,Hungary
7817,government,2023,Costa Rica
7818,tvshow,2016,Lebanon
7819,company,2014,Belgium
7820,company,2013,Greece
7821,government,2005,Poland
7822,politician,2020,Liberia
7823,politician,2019,Romania
7824,company,2020,St Lucia
7825,company,2019,Brunei
7826,politician,2015,Uzbekistan
7827,government,2017,Monaco
7828,government,2015,Suriname
7829,company,2023,St Lucia
7830,tvshow,2018,Lesotho
7831,company,2002,South Africa
7832,company,2014,Suriname
7833,government,2010,Belgium
7834,politician,2020,Philippines
7835,tvshow,2006,Benin
7836,politician,2002,Dominican Republic
7837,company,2004,Samoa
7838,politician,2016,Kuwait
7839,company,2006,Sierra Leone
7840,politician,2015,Cuba
7841,politician,2008,Vietnam
7842,politician,2002,Myanmar
7843,government,2014,Nepal
7844,politician,2004,Solomon Islands
7845,politician,2013,Andorra
7846,politician,2008,Zimbabwe
7847,government,2004,Colombia
7848,company,2008,Yemen
7849,company,2013,Croatia
7850,company,2012,Dominica
7851,company,2004,Austria
7852,government,2022,Belize
7853,tvshow,2016,Ireland
7854,tvshow,2005,Bangladesh
7855,company,2008,Dominican Republic
7856,tvshow,2021,Sao Tome & Principe
7857,company,2011,Spain
7858,tvshow,2012,Sudan
7859,government,2015,Nicaragua
7860,politician,2007,Guinea-Bissau
7861,company,2019,Central African Rep
7862,politician,2016,Argentina
7863,company,2022,Israel
7864,tvshow,2021,Papua New Guinea
7865,tvshow,2011,Saint Vincent & the Grenadines
7866,company,2008,India
7867,politician,2017,Sweden
